Customer ID,CohortMonth
14388,2010-01
14389,2010-04
14390,2010-10
14391,2010-05
14392,2010-10
14394,2010-05
14395,2010-04
14396,2009-12
14398,2010-06
14399,2010-02
14400,2010-03
14401,2009-12
14402,2010-02
14403,2010-03
14404,2009-12
14405,2010-11
14408,2009-12
14409,2010-05
14410,2010-09
14412,2010-10
14413,2010-01
14414,2010-11
14415,2009-12
14417,2010-11
14419,2010-11
14420,2010-01
14421,2010-01
14422,2009-12
14423,2010-01
14425,2009-12
14426,2010-03
14427,2010-03
14429,2010-11
14430,2010-04
14431,2010-01
14433,2010-08
14435,2010-07
14436,2010-06
14437,2010-05
14439,2010-01
14440,2009-12
14441,2010-01
14442,2010-01
14443,2010-11
14444,2010-09
14445,2010-09
14446,2010-11
14447,2010-11
14449,2010-09
14450,2010-04
14451,2010-01
14452,2010-07
14454,2009-12
14455,2010-08
14458,2010-11
14459,2010-02
14460,2009-12
14461,2010-01
14462,2010-10
14463,2010-07
14464,2010-03
14465,2010-01
14466,2009-12
14467,2009-12
14468,2009-12
14469,2010-01
14470,2010-10
14471,2009-12
14472,2010-01
14474,2010-05
14475,2010-10
14477,2010-01
14478,2009-12
14479,2009-12
14480,2009-12
14481,2010-01
14482,2010-08
14483,2009-12
14484,2009-12
14486,2010-06
14487,2010-11
14489,2010-04
14490,2010-10
14491,2010-12
14492,2010-03
14493,2010-03
14494,2009-12
14495,2010-02
14496,2010-03
14497,2010-02
14498,2010-06
14499,2010-08
14505,2009-12
14506,2010-04
14507,2009-12
14508,2010-06
14509,2010-06
14510,2010-09
14512,2009-12
14513,2010-05
14514,2009-12
14515,2010-06
14516,2010-07
14519,2009-12
14521,2010-08
14522,2010-01
14524,2010-10
14525,2009-12
14526,2010-11
14527,2009-12
14530,2010-01
14531,2010-08
14532,2010-01
14533,2010-04
14534,2010-03
14535,2010-02
14537,2010-03
14538,2010-01
14540,2009-12
14541,2010-01
14543,2009-12
14544,2010-08
14545,2010-02
14546,2009-12
14548,2009-12
14549,2009-12
14550,2010-08
14551,2010-01
14552,2010-04
14553,2010-07
14555,2009-12
14556,2010-01
14558,2009-12
14559,2010-11
14560,2009-12
14562,2010-02
14563,2010-04
14564,2009-12
14565,2010-08
14566,2010-06
14568,2010-09
14569,2010-04
14570,2010-09
14571,2010-10
14572,2010-03
14573,2010-01
14574,2009-12
14575,2010-08
14576,2010-12
14577,2009-12
14579,2010-10
14580,2010-07
14581,2010-06
14583,2010-03
14584,2010-02
14585,2010-10
14588,2010-05
14589,2010-12
14590,2009-12
14593,2009-12
14594,2010-12
14595,2010-01
14596,2010-03
14597,2010-09
14598,2010-05
14599,2010-07
14600,2010-11
14602,2010-02
14604,2010-03
14605,2009-12
14606,2009-12
14607,2009-12
14608,2009-12
14609,2010-02
14610,2010-07
14611,2010-04
14612,2010-10
14613,2010-01
14614,2010-11
14615,2010-06
14616,2010-06
14617,2010-10
14618,2010-06
14619,2010-06
14621,2010-01
14623,2010-04
14624,2010-04
14625,2009-12
14626,2009-12
14627,2010-11
14628,2010-01
14630,2010-08
14631,2010-08
14634,2010-06
14635,2010-09
14637,2010-01
14639,2010-02
14640,2010-01
14643,2009-12
14644,2009-12
14645,2010-03
14646,2009-12
14647,2010-07
14648,2009-12
14649,2010-01
14650,2010-04
14651,2010-03
14653,2009-12
14654,2009-12
14655,2010-04
14656,2010-04
14657,2010-09
14662,2009-12
14663,2010-10
14665,2010-04
14667,2009-12
14668,2010-09
14669,2009-12
14670,2009-12
14671,2010-05
14672,2010-01
14673,2010-10
14674,2010-07
14675,2010-11
14676,2010-03
14677,2010-04
14678,2010-05
14679,2009-12
14680,2009-12
14681,2010-02
14682,2010-02
14683,2010-04
14684,2010-11
14685,2009-12
14686,2010-02
14687,2010-06
14688,2010-09
14690,2010-10
14692,2010-04
14693,2010-07
14694,2010-04
14695,2009-12
14696,2010-10
14699,2010-07
14700,2010-08
14701,2010-01
14702,2009-12
14704,2010-03
14706,2010-03
14707,2010-05
14708,2010-09
14709,2009-12
14710,2009-12
14712,2010-10
14713,2009-12
14714,2010-01
14715,2010-01
14716,2010-09
14717,2009-12
14718,2010-10
14721,2010-11
14722,2010-08
14723,2009-12
14724,2010-04
14725,2010-06
14726,2010-02
14727,2010-06
14728,2010-10
14729,2010-03
14732,2009-12
14733,2010-11
14734,2010-06
14735,2009-12
14736,2010-08
14737,2010-11
14738,2009-12
14739,2009-12
14740,2010-02
14741,2010-10
14742,2010-09
14743,2010-04
14744,2010-05
14745,2010-03
14746,2010-10
14748,2010-03
14749,2010-08
14750,2009-12
14751,2009-12
14753,2010-09
14754,2010-01
14755,2009-12
14756,2010-10
14758,2010-04
14761,2010-09
14762,2010-03
14766,2010-06
14767,2010-08
14769,2009-12
14770,2010-02
14771,2009-12
14773,2010-04
14774,2010-06
14775,2010-12
14776,2010-09
14777,2010-11
14783,2010-02
14784,2010-11
14786,2010-06
14787,2010-08
14788,2010-04
14790,2009-12
14791,2010-04
14793,2010-06
14794,2010-08
14796,2009-12
14797,2010-07
14798,2010-03
14799,2009-12
14800,2010-09
14802,2010-09
14805,2010-03
14806,2010-09
14807,2010-02
14809,2010-03
14810,2010-10
14811,2010-11
14812,2010-04
14813,2010-04
14814,2010-05
14817,2010-03
14818,2010-03
14819,2009-12
14820,2010-01
14821,2010-02
14822,2010-08
14824,2010-03
14825,2010-04
14826,2010-01
14828,2009-12
14829,2010-09
14831,2009-12
14832,2010-03
14833,2010-07
14834,2010-10
14835,2010-04
14837,2010-01
14838,2009-12
14839,2010-01
14840,2010-06
14841,2009-12
14843,2010-09
14844,2010-04
14845,2010-04
14846,2010-10
14847,2010-05
14848,2010-10
14849,2010-01
14850,2010-05
14851,2010-03
14852,2010-03
14853,2010-04
14854,2010-01
14855,2010-04
14857,2010-03
14858,2010-07
14859,2010-06
14861,2009-12
14865,2009-12
14866,2010-08
14867,2009-12
14868,2010-10
14869,2009-12
14870,2010-01
14871,2009-12
14872,2010-03
14873,2010-03
14874,2010-06
14875,2010-09
14876,2010-05
14877,2010-03
14878,2010-02
14879,2010-01
14882,2010-03
14884,2010-02
14885,2010-08
14890,2010-02
14891,2010-09
14892,2010-01
14893,2010-04
14894,2009-12
14895,2009-12
14896,2009-12
14897,2009-12
14898,2009-12
14899,2010-11
14900,2010-07
14901,2010-07
14902,2010-06
14904,2010-10
14905,2009-12
14906,2010-09
14907,2010-04
14908,2010-09
14909,2010-02
14911,2009-12
14912,2010-01
14913,2010-08
14915,2009-12
14916,2010-04
14917,2010-04
14918,2010-04
14919,2010-06
14920,2010-05
14922,2010-07
14924,2010-03
14926,2010-04
14927,2010-11
14928,2010-03
14929,2010-10
14930,2010-04
14932,2010-11
14933,2010-09
14934,2010-09
14935,2010-03
14936,2010-05
14938,2010-05
14940,2009-12
14941,2010-05
14942,2009-12
14943,2010-02
14944,2010-02
14945,2010-10
14947,2010-03
14949,2009-12
14952,2009-12
14953,2010-09
14954,2010-01
14955,2009-12
14956,2010-10
14957,2010-03
14958,2009-12
14961,2009-12
14962,2010-05
14963,2010-07
14966,2009-12
14967,2009-12
14968,2010-09
14969,2010-01
14970,2010-02
14972,2010-11
14975,2010-10
14977,2009-12
14978,2010-04
14979,2009-12
14980,2009-12
14981,2010-10
14982,2010-05
14983,2010-01
14984,2010-01
14986,2010-01
14987,2009-12
14988,2010-04
14989,2010-02
14990,2009-12
14991,2010-10
14992,2010-09
14993,2010-05
14994,2010-03
14996,2010-08
14997,2010-02
14998,2010-04
14999,2010-04
15001,2010-11
15002,2010-01
15003,2010-01
15005,2009-12
15006,2010-09
15008,2010-03
15011,2010-10
15012,2010-05
15013,2010-01
15015,2009-12
15016,2010-06
15018,2010-12
15020,2010-11
15021,2010-07
15022,2010-01
15023,2010-02
15024,2010-10
15025,2010-05
15026,2010-09
15027,2010-03
15028,2010-11
15029,2010-03
15030,2010-03
15031,2009-12
15032,2009-12
15034,2010-05
15037,2010-11
15038,2010-10
15039,2009-12
15040,2010-06
15041,2010-09
15042,2010-04
15043,2010-06
15044,2009-12
15046,2010-01
15048,2010-12
15050,2010-08
15051,2009-12
15055,2009-12
15056,2010-07
15057,2009-12
15058,2010-02
15059,2009-12
15061,2009-12
15062,2010-04
15064,2009-12
15065,2010-10
15067,2010-04
15068,2010-03
15070,2009-12
15071,2010-05
15072,2010-08
15073,2010-01
15074,2010-08
15076,2010-07
15077,2009-12
15078,2009-12
15079,2009-12
15080,2010-07
15081,2010-06
15082,2010-02
15084,2010-03
15085,2009-12
15086,2010-03
15091,2010-02
15092,2010-09
15093,2009-12
15094,2010-03
15095,2010-01
15097,2010-05
15100,2010-01
15101,2010-04
15102,2010-06
15105,2010-03
15107,2010-09
15109,2009-12
15110,2010-08
15111,2010-04
15112,2010-04
15114,2010-10
15115,2009-12
15117,2010-03
15122,2010-03
15123,2010-03
15124,2010-02
15125,2010-03
15126,2010-01
15127,2010-07
15128,2010-10
15129,2010-04
15131,2010-11
15133,2010-07
15134,2010-10
15135,2010-06
15137,2010-01
15138,2010-11
15140,2010-09
15141,2010-03
15142,2010-07
15143,2010-10
15144,2009-12
15149,2010-02
15150,2010-06
15151,2010-07
15152,2010-01
15154,2010-08
15155,2010-11
15157,2009-12
15158,2010-11
15159,2010-10
15160,2010-10
15161,2010-11
15162,2009-12
15164,2010-01
15165,2010-12
15166,2010-08
15167,2010-02
15169,2009-12
15170,2010-10
15173,2010-04
15174,2010-10
15176,2010-02
15177,2010-10
15179,2009-12
15180,2010-04
15181,2009-12
15182,2010-02
15183,2010-05
15184,2009-12
15186,2010-01
15188,2009-12
15189,2010-07
15190,2010-10
15191,2010-01
15192,2010-01
15194,2009-12
15196,2009-12
15197,2009-12
15198,2010-01
15199,2010-05
15200,2010-08
15201,2010-04
15202,2010-10
15203,2009-12
15207,2010-06
15208,2010-10
15209,2009-12
15210,2010-05
15211,2010-12
15212,2010-11
15215,2010-04
15216,2010-03
15217,2010-05
15218,2010-01
15219,2010-03
15221,2010-03
15222,2009-12
15223,2009-12
15224,2010-01
15227,2010-03
15228,2010-07
15229,2010-05
15231,2010-03
15233,2010-11
15235,2010-11
15240,2009-12
15241,2010-02
15242,2010-10
15243,2010-09
15244,2010-02
15245,2010-04
15246,2010-06
15247,2010-06
15248,2010-06
15249,2010-03
15250,2010-03
15251,2010-01
15252,2010-04
15253,2010-05
15254,2010-05
15255,2009-12
15256,2010-05
15257,2010-10
15259,2010-01
15260,2009-12
15261,2010-10
15262,2010-08
15264,2010-06
15265,2009-12
15266,2010-01
15268,2010-04
15269,2010-11
15270,2009-12
15271,2010-08
15272,2010-02
15273,2010-04
15276,2010-10
15277,2010-10
15278,2010-02
15279,2010-02
15280,2010-05
15281,2010-10
15282,2010-05
15283,2010-07
15284,2010-07
15285,2010-10
15287,2009-12
15288,2010-02
15289,2010-03
15290,2010-02
15291,2009-12
15293,2010-02
15294,2010-10
15295,2010-02
15296,2010-01
15298,2009-12
15299,2010-01
15301,2010-09
15302,2009-12
15303,2010-01
15304,2010-10
15305,2010-06
15306,2010-02
15309,2009-12
15310,2010-08
15311,2009-12
15312,2009-12
15314,2010-10
15317,2010-01
15321,2010-02
15322,2010-08
15323,2010-02
15324,2010-01
15325,2010-02
15326,2009-12
15328,2010-10
15329,2009-12
15331,2010-04
15332,2010-07
15336,2010-11
15337,2010-10
15338,2010-01
15339,2010-02
15340,2010-05
15341,2010-09
15346,2010-10
15347,2010-09
15350,2010-11
15351,2010-10
15352,2010-06
15353,2009-12
15354,2010-04
15356,2010-10
15358,2009-12
15359,2010-01
15361,2010-06
15362,2009-12
15363,2010-08
15365,2010-02
15366,2010-02
15367,2009-12
15368,2010-11
15369,2009-12
15370,2010-10
15371,2010-02
15372,2010-02
15373,2010-05
15374,2010-03
15375,2010-01
15377,2010-10
15378,2010-07
15379,2010-11
15380,2009-12
15381,2010-05
15382,2009-12
15384,2010-04
15385,2010-01
15387,2010-08
15389,2010-01
15390,2010-10
15391,2010-05
15392,2010-10
15393,2009-12
15394,2009-12
15396,2010-05
15400,2010-05
15401,2010-05
15402,2010-04
15403,2009-12
15404,2010-11
15405,2010-05
15406,2010-09
15409,2009-12
15410,2010-04
15413,2009-12
15416,2010-02
15418,2010-05
15420,2009-12
15421,2009-12
15422,2010-02
15423,2010-03
15424,2010-09
15425,2010-02
15426,2010-05
15428,2009-12
15430,2010-06
15431,2010-07
15432,2010-06
15434,2010-01
15437,2010-03
15439,2010-02
15441,2009-12
15443,2010-03
15445,2010-04
15446,2009-12
15447,2010-03
15448,2010-02
15451,2010-04
15452,2010-07
15454,2010-03
15455,2010-04
15456,2009-12
15458,2010-11
15459,2010-07
15461,2010-03
15462,2010-09
15465,2009-12
15466,2009-12
15468,2010-11
15469,2010-09
15470,2010-05
15471,2010-06
15473,2010-09
15474,2010-04
15476,2010-09
15477,2010-02
15478,2010-05
15479,2009-12
15480,2010-02
15481,2010-11
15482,2009-12
15483,2010-01
15484,2009-12
15485,2009-12
15486,2010-06
15487,2010-01
15488,2010-05
15489,2010-01
15490,2010-10
15493,2010-02
15494,2009-12
15495,2010-11
15496,2010-03
15497,2009-12
15498,2009-12
15499,2009-12
15501,2010-10
15502,2010-06
15503,2009-12
15504,2010-02
15506,2010-08
15509,2010-11
15512,2010-02
15513,2010-01
15514,2009-12
15515,2010-11
15518,2009-12
15519,2010-09
15521,2010-01
15523,2009-12
15524,2010-04
15525,2010-11
15527,2009-12
15529,2010-11
15530,2010-07
15532,2010-06
15534,2009-12
15535,2010-09
15536,2010-10
15538,2010-02
15540,2010-11
15542,2009-12
15543,2010-09
15544,2010-01
15545,2010-12
15546,2010-04
15547,2009-12
15548,2010-04
15549,2010-01
15550,2009-12
15551,2010-06
15552,2010-03
15555,2009-12
15558,2010-03
15559,2010-05
15560,2010-11
15561,2010-02
15562,2009-12
15563,2010-01
15564,2010-02
15566,2009-12
15569,2010-02
15570,2010-03
15571,2009-12
15572,2010-04
15573,2009-12
15574,2010-09
15575,2010-03
15577,2009-12
15579,2010-10
15580,2010-02
15581,2009-12
15583,2010-11
15584,2010-02
15586,2010-01
15587,2010-08
15588,2010-01
15590,2010-04
15591,2010-02
15595,2010-08
15596,2010-07
15597,2010-05
15598,2010-10
15599,2010-09
15600,2010-04
15601,2009-12
15602,2009-12
15603,2010-03
15605,2010-01
15606,2010-03
15607,2010-01
15608,2010-10
15611,2010-01
15613,2010-04
15614,2010-03
15615,2009-12
15616,2010-09
15617,2010-07
15620,2010-10
15622,2010-03
15623,2009-12
15625,2010-06
15626,2010-10
15627,2010-07
15628,2009-12
15629,2010-06
15630,2010-03
15631,2010-03
15633,2009-12
15634,2010-11
15635,2010-11
15636,2010-05
15637,2009-12
15638,2010-04
15639,2010-04
15640,2009-12
15641,2009-12
15642,2009-12
15645,2010-10
15646,2010-10
15647,2010-10
15649,2010-11
15650,2010-03
15651,2010-04
15652,2010-08
15658,2009-12
15659,2010-02
15660,2010-02
15661,2010-05
15662,2009-12
15664,2010-02
15665,2010-03
15666,2010-08
15670,2010-06
15672,2009-12
15673,2010-02
15674,2009-12
15675,2010-10
15677,2010-09
15678,2010-07
15680,2009-12
15681,2010-05
15682,2010-01
15683,2010-08
15684,2009-12
15685,2010-09
15686,2010-10
15688,2010-10
15689,2010-04
15691,2009-12
15693,2010-02
15694,2009-12
15695,2010-01
15696,2010-01
15697,2010-01
15698,2010-03
15702,2010-01
15704,2010-05
15708,2010-10
15709,2010-04
15710,2010-10
15711,2010-01
15712,2009-12
15713,2009-12
15714,2010-06
15715,2010-03
15716,2009-12
15717,2010-04
15718,2010-06
15719,2009-12
15720,2010-06
15722,2010-03
15723,2010-05
15724,2010-11
15726,2010-11
15727,2010-01
15728,2010-09
15729,2010-11
15730,2010-10
15731,2010-06
15732,2010-02
15734,2010-06
15735,2010-10
15736,2010-09
15738,2009-12
15741,2010-03
15742,2010-03
15747,2010-01
15748,2010-09
15750,2009-12
15751,2009-12
15752,2010-09
15754,2010-02
15755,2009-12
15757,2010-06
15759,2009-12
15760,2010-03
15761,2010-09
15764,2010-08
15765,2010-02
15766,2010-01
15768,2009-12
15769,2009-12
15770,2010-04
15771,2010-01
15772,2010-10
15773,2010-10
15774,2010-02
15775,2010-03
15777,2010-05
15778,2010-10
15779,2010-06
15782,2010-10
15784,2010-02
15785,2009-12
15786,2010-06
15788,2010-07
15789,2010-03
15791,2010-03
15792,2010-03
15793,2009-12
15794,2009-12
15795,2010-01
15796,2010-03
15797,2010-01
15798,2010-01
15799,2010-10
15800,2010-03
15803,2010-02
15805,2009-12
15807,2010-02
15808,2009-12
15809,2010-06
15810,2010-02
15811,2010-11
15812,2009-12
15814,2010-04
15816,2010-06
15817,2010-06
15818,2010-04
15819,2010-03
15822,2009-12
15823,2009-12
15824,2010-06
15826,2010-05
15827,2010-01
15828,2010-11
15833,2009-12
15834,2010-10
15837,2010-08
15838,2009-12
15841,2009-12
15842,2010-06
15845,2010-01
15846,2010-11
15847,2010-03
15848,2010-03
15850,2009-12
15851,2010-07
15852,2010-07
15854,2009-12
15855,2010-08
15856,2009-12
15857,2010-10
15858,2009-12
15859,2010-10
15860,2009-12
15861,2010-01
15862,2009-12
15863,2009-12
15864,2010-11
15865,2010-01
15867,2009-12
15868,2010-05
15869,2010-03
15870,2010-09
15871,2010-09
15872,2010-06
15873,2010-07
15874,2010-01
15875,2010-03
15876,2010-09
15878,2009-12
15879,2009-12
15880,2010-12
15882,2009-12
15884,2009-12
15885,2010-01
15886,2010-04
15887,2010-06
15888,2010-07
15889,2009-12
15890,2010-04
15892,2010-02
15893,2010-08
15894,2010-12
15898,2009-12
15899,2010-12
15900,2010-05
15901,2010-06
15902,2010-11
15903,2010-01
15905,2010-06
15906,2010-09
15908,2010-07
15910,2010-01
15911,2009-12
15912,2009-12
15913,2010-06
15914,2010-11
15915,2010-11
15916,2009-12
15917,2009-12
15918,2010-03
15919,2010-12
15920,2009-12
15921,2010-03
15922,2010-12
15923,2010-12
15924,2009-12
15926,2010-06
15927,2010-03
15928,2010-02
15929,2010-03
15931,2010-10
15934,2010-10
15936,2010-08
15938,2010-06
15939,2010-11
15941,2010-03
15943,2010-01
15944,2009-12
15945,2009-12
15946,2010-03
15948,2010-10
15950,2010-01
15951,2010-11
15953,2009-12
15954,2010-04
15955,2010-02
15956,2009-12
15957,2010-10
15958,2010-06
15959,2010-01
15960,2010-09
15961,2010-11
15962,2010-09
15964,2010-02
15965,2009-12
15966,2010-09
15967,2009-12
15968,2010-11
15969,2010-07
15970,2010-04
15971,2009-12
15972,2010-04
15973,2010-10
15976,2010-06
15978,2010-03
15979,2010-04
15980,2010-06
15981,2010-03
15982,2010-04
15983,2009-12
15984,2009-12
15985,2010-05
15986,2010-11
15987,2010-11
15988,2010-02
15989,2009-12
15990,2010-02
15991,2010-06
15992,2010-09
15994,2010-03
15995,2010-10
15996,2010-11
15998,2009-12
15999,2009-12
16001,2010-11
16002,2010-03
16003,2009-12
16004,2010-01
16005,2010-09
16006,2010-11
16007,2010-06
16008,2010-03
16010,2010-10
16011,2009-12
16012,2010-06
16013,2009-12
16014,2010-01
16016,2010-11
16017,2010-01
16018,2009-12
16019,2009-12
16021,2010-06
16024,2010-10
16027,2010-01
16028,2010-04
16029,2009-12
16032,2010-07
16033,2010-08
16034,2010-10
16035,2010-05
16036,2010-03
16037,2010-03
16039,2010-03
16040,2010-04
16042,2010-09
16043,2010-08
16044,2010-09
16045,2010-07
16046,2010-05
16047,2010-01
16048,2010-06
16049,2010-07
16050,2010-11
16051,2010-01
16053,2010-04
16054,2010-04
16057,2010-01
16058,2010-10
16059,2010-05
16060,2010-08
16061,2010-10
16062,2010-06
16064,2009-12
16065,2010-09
16067,2010-02
16068,2010-04
16069,2010-10
16071,2010-02
16072,2010-06
16074,2010-11
16075,2010-05
16077,2010-03
16078,2010-02
16080,2010-09
16081,2010-02
16082,2010-02
16083,2010-11
16085,2010-01
16086,2009-12
16087,2010-01
16088,2010-04
16089,2010-07
16090,2010-03
16092,2010-05
16094,2010-04
16095,2010-09
16096,2010-03
16098,2009-12
16099,2010-03
16100,2010-09
16101,2010-05
16103,2010-01
16104,2009-12
16105,2010-04
16108,2010-03
16109,2010-01
16110,2010-07
16111,2010-10
16115,2010-05
16117,2010-04
16118,2010-02
16119,2009-12
16120,2010-10
16121,2010-05
16122,2010-10
16124,2009-12
16125,2009-12
16126,2009-12
16127,2009-12
16128,2010-07
16129,2010-07
16130,2010-04
16131,2009-12
16132,2010-03
16133,2010-03
16134,2010-06
16135,2010-05
16136,2010-02
16137,2010-01
16138,2010-04
16139,2009-12
16140,2010-09
16141,2010-10
16143,2009-12
16145,2010-05
16146,2010-09
16147,2010-02
16148,2010-09
16149,2010-10
16150,2009-12
16153,2010-05
16155,2010-06
16156,2009-12
16158,2009-12
16159,2009-12
16161,2010-02
16163,2009-12
16165,2010-07
16166,2010-01
16167,2009-12
16168,2009-12
16170,2010-02
16172,2010-07
16174,2010-04
16175,2010-05
16176,2010-03
16177,2010-03
16178,2010-11
16180,2010-06
16182,2010-03
16183,2010-10
16185,2010-05
16186,2009-12
16188,2010-10
16190,2009-12
16191,2009-12
16192,2009-12
16193,2010-10
16194,2010-11
16195,2009-12
16196,2010-08
16197,2009-12
16198,2010-09
16199,2010-03
16200,2009-12
16201,2010-10
16202,2009-12
16203,2010-07
16204,2009-12
16205,2010-06
16206,2010-01
16208,2010-02
16209,2010-06
16210,2009-12
16211,2010-09
16212,2010-02
16214,2010-09
16218,2010-05
16219,2010-07
16221,2010-08
16222,2009-12
16223,2010-11
16224,2010-11
16225,2010-02
16226,2010-10
16227,2010-06
16228,2010-11
16229,2010-05
16231,2010-04
16232,2010-06
16233,2009-12
16234,2010-05
16235,2010-08
16237,2010-09
16238,2010-10
16239,2010-09
16241,2010-10
16242,2010-03
16244,2010-12
16246,2010-02
16250,2010-11
16251,2010-07
16252,2010-11
16253,2009-12
16254,2010-03
16255,2010-01
16256,2010-04
16258,2010-03
16259,2010-04
16261,2010-09
16262,2010-11
16263,2010-10
16264,2010-09
16265,2010-10
16266,2010-02
16267,2010-04
16269,2010-09
16271,2010-03
16273,2010-02
16274,2010-12
16275,2010-03
16276,2010-04
16277,2009-12
16278,2010-07
16279,2010-04
16280,2009-12
16281,2010-01
16282,2009-12
16283,2010-02
16284,2010-11
16285,2010-03
16286,2010-03
16287,2010-01
16288,2010-08
16289,2010-09
16290,2010-05
16291,2010-01
16292,2010-04
16293,2009-12
16294,2010-08
16296,2009-12
16298,2010-09
16299,2010-08
16300,2010-02
16301,2009-12
16303,2010-03
16304,2010-01
16306,2010-10
16307,2010-05
16308,2009-12
16310,2010-03
16312,2010-10
16314,2010-08
16315,2010-06
16316,2010-08
16317,2010-05
16320,2010-01
16321,2009-12
16323,2010-05
16325,2009-12
16326,2010-01
16327,2009-12
